location_id,business_date,bill_number,dupe_count,kept_id,all_ids
2222,2026-05-01,62068,2,52282134,52282134|52290322
2222,2026-05-01,62087,2,52285557,52285557|52287525
2284,2026-05-01,84007,2,52283786,52283786|52286198
2284,2026-05-01,84010,2,52283925,52283925|52286377
2284,2026-05-01,84043,2,52286258,52286258|52295060
2284,2026-05-01,84046,2,52286506,52286506|52290319
2284,2026-05-01,84056,2,52287808,52287808|52291120
2284,2026-05-01,84080,2,52290367,52290367|52294255
2281,2026-05-01,58090,2,52292076,52292076|52292713
2932,2026-05-01,8758,2,52281245,52281245|52293372
2932,2026-05-01,8751,2,52286500,52286500|52286501
2184,2026-05-01,60435,2,52311155,52311155|52311282
2284,2026-05-01,84295,2,52322684,52322684|52325330
2548,2026-05-01,33812,2,52313693,52313693|52325579
2547,2026-05-01,35275,2,52293838,52293838|52293956
2547,2026-05-01,35231,2,52278564,52278564|52292228
2287,2026-05-01,72210,2,52262453,52262453|52265700
2287,2026-05-01,72211,2,52262455,52262455|52265699
2287,2026-05-01,72226,2,52266593,52266593|52295937
2287,2026-05-01,72335,2,52288628,52288628|52292200
2250,2026-05-01,81041,2,52331962,52331962|52331963
2216,2026-05-01,49970,2,52264365,52264365|52267524
2216,2026-05-01,50200,2,52317564,52317564|52321344
2216,2026-05-01,50218,2,52326757,52326757|52326758
2311,2026-05-01,41256,2,52277538,52277538|52280081
2311,2026-05-01,41263,2,52281423,52281423|52285341
2311,2026-05-01,41295,2,52285050,52285050|52288462
2250,2026-05-01,80884,2,52287570,52287570|52294813
2464,2026-05-01,30307,2,52313330,52313330|52313331
2464,2026-05-01,30225,2,52286271,52286271|52288117
2464,2026-05-01,30162,2,52263729,52263729|52271123
2311,2026-05-01,41298,2,52285591,52285591|52288453
2311,2026-05-01,41304,2,52286597,52286597|52289924
2250,2026-05-01,80826,2,52284148,52284148|52284149
2250,2026-05-01,80786,2,52274721,52274721|52287661
2311,2026-05-01,41312,2,52287268,52287268|52294647
2311,2026-05-01,41324,2,52291791,52291791|52294248
2426,2026-05-01,21788,2,52286509,52286509|52287529
2426,2026-05-01,21754,2,52278312,52278312|52283961
2317,2026-05-01,48863,2,52292794,52292794|52292910
2413,2026-05-01,42990,2,52271696,52271696|52271820
2319,2026-05-01,30173,2,52305112,52305112|52323837
2412,2026-05-01,47558,2,52281629,52281629|52281876
2412,2026-05-01,47557,2,52281280,52281280|52326751
2411,2026-05-01,32932,2,52296390,52296390|52296391
2408,2026-05-01,33383,2,52293801,52293801|52297971
2342,2026-05-01,37493,2,52313404,52313404|52325319
2342,2026-05-01,37418,2,52292747,52292747|52295522
2342,2026-05-01,37325,2,52270157,52270157|52271963
2342,2026-05-01,37323,2,52270036,52270036|52272286
2342,2026-05-01,37317,2,52269575,52269575|52271188
2932,2026-05-01,8776,2,52287527,52287527|52287528
2217,2026-05-01,31998,2,52272684,52272684|52276164
2217,2026-05-01,32023,2,52282585,52282585|52287875
2217,2026-05-01,32030,2,52282988,52282988|52287913
2217,2026-05-01,32051,2,52287769,52287769|52296446
2342,2026-05-01,37306,2,52268021,52268021|52271023
2342,2026-05-01,37275,2,52262044,52262044|52265503
2932,2026-05-01,8768,2,52285042,52285042|52285043
2338,2026-05-01,64040,2,52276432,52276432|52276433
2338,2026-05-01,64098,2,52286167,52286167|52294076
2341,2026-05-01,29678,2,52276263,52276263|52276386
2766,2026-05-01,11136,2,52268585,52268585|52268977
2220,2026-05-01,54743,2,52280047,52280047|52284204
2220,2026-05-01,54885,2,52310215,52310215|52313460
2340,2026-05-01,40265,2,52285246,52285246|52285407
2340,2026-05-01,40231,2,52278822,52278822|52292569
2340,2026-05-01,40224,2,52277885,52277885|52283972
2339,2026-05-01,35796,2,52282712,52282712|52285505
2339,2026-05-01,35789,2,52282258,52282258|52282400
2339,2026-05-01,35782,2,52281051,52281051|52281771
2339,2026-05-01,35770,2,52279391,52279391|52281819
2339,2026-05-01,35742,2,52276798,52276798|52288382
2339,2026-05-01,35720,2,52273537,52273537|52274075
2338,2026-04-30,63758,2,52174305,52174305|52178250
2338,2026-04-30,63750,2,52173170,52173170|52180281
2216,2026-04-30,49822,2,52177203,52177203|52207877
2216,2026-04-30,49834,2,52179386,52179386|52186125
2340,2026-04-30,39982,2,52177561,52177561|52180037
2217,2026-04-30,31740,2,52170186,52170186|52173634
2217,2026-04-30,31743,2,52170240,52170240|52175102
2217,2026-04-30,31818,2,52195096,52195096|52227859
2217,2026-04-30,31872,2,52212043,52212043|52213799
2339,2026-04-30,35473,2,52175493,52175493|52178275
2339,2026-04-30,35472,2,52173614,52173614|52178010
2339,2026-04-30,35447,2,52174164,52174164|52174335
2339,2026-04-30,35430,2,52170345,52170345|52170484
2943,2026-04-30,5381,2,52201105,52201105|52201106
2338,2026-04-30,63744,2,52171211,52171211|52177777
2812,2026-04-30,23180,2,52167217,52167217|52169404
2812,2026-04-30,23249,2,52183023,52183023|52191784
2339,2026-04-30,35421,2,52168899,52168899|52175350
2339,2026-04-30,35399,2,52165147,52165147|52165148
2342,2026-04-30,37231,2,52222614,52222614|52225509
2342,2026-04-30,37216,2,52219286,52219286|52222367
2342,2026-04-30,37138,2,52192448,52192448|52196294
2342,2026-04-30,37129,2,52189732,52189732|52195015
2342,2026-04-30,37098,2,52182935,52182935|52186566
2342,2026-04-30,37062,2,52177103,52177103|52179126
2342,2026-04-30,37038,2,52173736,52173736|52175921
2342,2026-04-30,37028,2,52171156,52171156|52174776
2342,2026-04-30,36971,2,52153323,52153323|52155936
2342,2026-04-30,36972,2,52153324,52153324|52155935
2342,2026-04-30,37006,2,52164247,52164247|52167595
2287,2026-04-30,72004,2,52178532,52178532|52202444
2548,2026-04-30,33459,2,52176610,52176610|52189956
2177,2026-04-30,41520,2,52177839,52177839|52185670
2177,2026-04-30,41499,2,52173421,52173421|52185775
2426,2026-04-30,21617,2,52179275,52179275|52179276
2428,2026-04-30,25936,2,52166648,52166648|52188680
2547,2026-04-30,35067,2,52191498,52191498|52191618
2177,2026-04-30,41495,2,52172300,52172300|52185747
2339,2026-04-30,35504,2,52174955,52174955|52187173
2339,2026-04-30,35503,2,52169978,52169978|52186331
2339,2026-04-30,35494,2,52181384,52181384|52190358
2339,2026-04-30,35487,2,52180638,52180638|52186615
2339,2026-04-30,35485,2,52180548,52180548|52184607
2250,2026-04-30,80640,2,52222699,52222699|52222700
2339,2026-04-30,35483,2,52180493,52180493|52181414
2177,2026-04-30,41493,2,52171778,52171778|52185718
2220,2026-04-30,54502,2,52191592,52191592|52195135
2340,2026-04-30,40037,2,52189914,52189914|52195273
2281,2026-04-30,57805,2,52180865,52180865|52199047
2220,2026-04-30,54450,2,52181786,52181786|52187096
2284,2026-04-30,83496,2,52166540,52166540|52166673
2340,2026-04-30,40042,2,52191535,52191535|52195048
2425,2026-04-30,24156,2,52189076,52189076|52201454
2220,2026-04-30,54400,2,52174249,52174249|52175774
2216,2026-04-30,49842,2,52181228,52181228|52188053
2220,2026-04-30,54345,2,52161283,52161283|52162338
2766,2026-04-30,11090,2,52200764,52200764|52200949
2250,2026-04-30,80442,2,52148839,52148839|52148985
2216,2026-04-30,49830,2,52178569,52178569|52190734
2812,2026-04-30,23175,2,52165489,52165489|52165490
2179,2026-04-30,47357,2,52144211,52144211|52144290
2338,2026-04-30,63933,2,52226022,52226022|52226090
2338,2026-04-30,63931,2,52225841,52225841|52225881
2338,2026-04-30,63777,2,52176551,52176551|52182592
2338,2026-04-30,63770,2,52175577,52175577|52189623
2338,2026-04-30,63769,2,52175470,52175470|52182631
2338,2026-04-30,63766,2,52174986,52174986|52178155
2338,2026-04-30,63760,2,52174653,52174653|52178104
2220,2026-04-29,54097,2,52044419,52044419|52046345
2339,2026-04-29,35219,2,52068017,52068017|52081023
2339,2026-04-29,35220,2,52068125,52068125|52085415
2943,2026-04-29,5142,2,52068666,52068666|52068672
2339,2026-04-29,35221,2,52068335,52068335|52084726
2339,2026-04-29,35228,2,52069083,52069083|52081683
2426,2026-04-29,21526,2,52076252,52076252|52079782
2548,2026-04-29,33343,2,52106806,52106806|52113952
2339,2026-04-29,35231,2,52069821,52069821|52081054
2339,2026-04-29,35259,2,52079496,52079496|52083135
2339,2026-04-29,35243,2,52070952,52070952|52080988
2339,2026-04-29,35251,2,52072753,52072753|52080541
2339,2026-04-29,35250,2,52072515,52072515|52080938
2339,2026-04-29,35249,2,52071920,52071920|52080961
2411,2026-04-29,32531,2,52062102,52062102|52071856
2339,2026-04-29,35247,2,52071581,52071581|52087606
2408,2026-04-29,32942,2,52092547,52092547|52092665
2556,2026-04-29,27076,2,52053728,52053728|52064141
2557,2026-04-29,24891,2,52071509,52071509|52088954
2184,2026-04-29,60071,2,52099105,52099105|52099106
2184,2026-04-29,60067,2,52098569,52098569|52098570
2932,2026-04-29,8365,2,52044844,52044844|52044845
2284,2026-04-29,83218,2,52074569,52074569|52082580
2284,2026-04-29,83207,2,52069958,52069958|52073384
2558,2026-04-29,19849,2,52070344,52070344|52070345
2250,2026-04-29,80236,2,52056780,52056780|52061442
2217,2026-04-29,31586,2,52073701,52073701|52082081
2217,2026-04-29,31649,2,52110581,52110581|52111953
2217,2026-04-29,31660,2,52117517,52117517|52117520
2339,2026-04-29,35244,2,52071398,52071398|52081055
2218,2026-04-29,64266,2,52072430,52072430|52072679
2342,2026-04-29,36857,2,52082626,52082626|52085549
2342,2026-04-29,36856,2,52082581,52082581|52085445
2342,2026-04-29,36842,2,52079560,52079560|52082682
2342,2026-04-29,36838,2,52078891,52078891|52082443
2342,2026-04-29,36834,2,52078233,52078233|52082303
2342,2026-04-29,36819,2,52075935,52075935|52078885
2342,2026-04-29,36816,2,52075183,52075183|52078447
2342,2026-04-29,36805,2,52072800,52072800|52075378
2342,2026-04-29,36777,2,52064941,52064941|52069273
2284,2026-04-29,83202,2,52068051,52068051|52072761
2836,2026-04-29,6106,2,52090109,52090109|52090110
2339,2026-04-29,35320,2,52116755,52116755|52116756
2219,2026-04-29,66933,2,52066936,52066936|52067836
2338,2026-04-29,63450,2,52051433,52051433|52055485
2338,2026-04-29,63478,2,52062039,52062039|52067877
2338,2026-04-29,63651,2,52108274,52108274|52108882
2338,2026-04-29,63680,2,52118484,52118484|52118532
2339,2026-04-29,35269,2,52091187,52091187|52091339
2339,2026-04-29,35232,2,52069919,52069919|52082400
2339,2026-04-29,35234,2,52070016,52070016|52082550
2341,2026-04-29,29371,2,52065085,52065085|52065086
2812,2026-04-29,23008,2,52069812,52069812|52070080
2339,2026-04-29,35118,2,52052132,52052132|52115351
2339,2026-04-29,35150,2,52058019,52058019|52067552
2339,2026-04-29,35151,2,52058189,52058189|52061289
2284,2026-04-29,83204,2,52070506,52070506|52073029
2339,2026-04-29,35186,2,52063044,52063044|52068741
2339,2026-04-29,35265,2,52081475,52081475|52083234
2766,2026-04-29,10947,2,52071258,52071258|52071259
2220,2026-04-29,54096,2,52044417,52044417|52046346
2428,2026-04-29,25815,2,52081155,52081155|52081622
2220,2026-04-29,54257,2,52092329,52092329|52092702
2339,2026-04-29,35264,2,52081416,52081416|52083223
2339,2026-04-29,35237,2,52070354,52070354|52081976
2339,2026-04-29,35214,2,52067374,52067374|52079942
2311,2026-04-29,40781,2,52050731,52050731|52053560
2311,2026-04-29,40782,2,52050733,52050733|52053559
2311,2026-04-29,40812,2,52059949,52059949|52064416
2311,2026-04-29,40862,2,52070372,52070372|52073475
2311,2026-04-29,40863,2,52070375,52070375|52073476
2287,2026-04-29,71740,2,52069125,52069125|52077446
2216,2026-04-29,49623,2,52056577,52056577|52062720
2216,2026-04-29,49647,2,52069063,52069063|52074371
2339,2026-04-29,35238,2,52070510,52070510|52081026
2339,2026-04-29,35240,2,52070723,52070723|52081009
2526,2026-04-29,17651,2,52082288,52082288|52082289
2526,2026-04-29,17634,2,52074414,52074414|52074766
2311,2026-04-29,40872,2,52076655,52076655|52079463
2339,2026-04-29,35241,2,52070766,52070766|52082243
2340,2026-04-29,39862,2,52101878,52101878|52113114
2284,2026-04-29,83205,2,52070508,52070508|52073030
2547,2026-04-29,34872,2,52078846,52078846|52078847
2222,2026-04-28,61476,2,51953154,51953154|51976230
2339,2026-04-28,34892,2,51953839,51953839|51963824
2284,2026-04-28,82856,2,51979361,51979361|51979495
2216,2026-04-28,49537,2,51971399,51971399|51985136
2339,2026-04-28,34900,2,51955081,51955081|51965380
2339,2026-04-28,35000,2,51964460,51964460|51978001
2216,2026-04-28,49544,2,51974313,51974313|51989198
2287,2026-04-28,71501,2,51962375,51962375|51964054
2339,2026-04-28,34997,2,51964461,51964461|51976792
2339,2026-04-28,34998,2,51957097,51957097|51977111
2556,2026-04-28,26969,2,51977168,51977168|51977169
2216,2026-04-28,49497,2,51963819,51963819|51966646
2216,2026-04-28,49518,2,51968128,51968128|51986898
2339,2026-04-28,34891,2,51953838,51953838|51963823
2217,2026-04-28,31454,2,51991374,51991374|51994330
2217,2026-04-28,31407,2,51973880,51973880|51974727
2342,2026-04-28,36687,2,51999294,51999294|52005007
2342,2026-04-28,36655,2,51986926,51986926|51989061
2342,2026-04-28,36649,2,51985553,51985553|51988220
2342,2026-04-28,36585,2,51971763,51971763|51974645
2342,2026-04-28,36514,2,51953855,51953855|51955804
2217,2026-04-28,31403,2,51973445,51973445|51979928
2217,2026-04-28,31402,2,51973115,51973115|51976082
2217,2026-04-28,31374,2,51962480,51962480|51975112
2339,2026-04-28,34889,2,51953720,51953720|51962080
2217,2026-04-28,31357,2,51958398,51958398|51970787
2339,2026-04-28,34996,2,51958113,51958113|51975007
2339,2026-04-28,34972,2,51965458,51965458|51978650
2339,2026-04-28,34910,2,51957858,51957858|51958323
2339,2026-04-28,34912,2,51958085,51958085|51960920
2339,2026-04-28,34916,2,51958678,51958678|51959880
2339,2026-04-28,34894,2,51954007,51954007|51965460
2478,2026-04-28,16397,2,51967787,51967787|51968171
2339,2026-04-28,34917,2,51958679,51958679|51960368
2556,2026-04-28,26984,2,51976570,51976570|51976571
2339,2026-04-28,34881,2,51951584,51951584|51952379
2216,2026-04-28,49524,2,51968690,51968690|51982748
2943,2026-04-28,5017,2,51983615,51983615|51987311
2216,2026-04-28,49527,2,51969527,51969527|51986972
2547,2026-04-28,34784,2,52007678,52007678|52007680
2339,2026-04-28,34967,2,51962941,51962941|51983175
2338,2026-04-28,63281,2,51978095,51978095|51979489
2338,2026-04-28,63417,2,52011890,52011890|52011912
2216,2026-04-28,49530,2,51969943,51969943|51985906
2943,2026-04-28,4962,2,51962781,51962781|51972133
2216,2026-04-28,49531,2,51969958,51969958|51985330
2339,2026-04-28,34918,2,51958894,51958894|51959007
2339,2026-04-28,34919,2,51959065,51959065|51963815
2339,2026-04-28,34924,2,51961111,51961111|51964701
2339,2026-04-28,34925,2,51961112,51961112|51964542
2339,2026-04-28,34927,2,51961790,51961790|51966428
2339,2026-04-28,34930,2,51962359,51962359|51963184
2339,2026-04-28,34932,2,51962513,51962513|51964569
2339,2026-04-28,34938,2,51964125,51964125|51966185
2339,2026-04-28,34945,2,51964706,51964706|51964931
2219,2026-04-27,66565,2,51863629,51863629|51867602
2287,2026-04-27,71365,2,51882161,51882161|51886153
2338,2026-04-27,63128,2,51910886,51910886|51911004
2836,2026-04-27,5900,2,51892430,51892430|51892431
2217,2026-04-27,31277,2,51899696,51899696|51905554
2217,2026-04-27,31175,2,51857649,51857649|51860753
2217,2026-04-27,31123,2,51842730,51842730|51844949
2341,2026-04-27,29207,2,51902268,51902268|51902327
2515,2026-04-27,31549,2,51858211,51858211|51858425
2339,2026-04-27,34562,2,51841865,51841865|51842791
2339,2026-04-27,34563,2,51841935,51841935|51843853
2339,2026-04-27,34565,2,51842238,51842238|51842759
2339,2026-04-27,34599,2,51851564,51851564|51851981
2339,2026-04-27,34603,2,51852479,51852479|51854185
2339,2026-04-27,34621,2,51854433,51854433|51856860
2482,2026-04-27,24318,2,51880875,51880875|51880935
2284,2026-04-27,82610,2,51901389,51901389|51901732
2556,2026-04-27,26844,2,51904162,51904162|51904165
2411,2026-04-27,32310,2,51871498,51871498|51871499
2425,2026-04-27,23552,2,51845304,51845304|51859731
2425,2026-04-27,23585,2,51860091,51860091|51867126
2220,2026-04-27,53763,2,51880881,51880881|51881677
2339,2026-04-27,34670,2,51860059,51860059|51862321
2339,2026-04-27,34664,2,51859185,51859185|51861668
2558,2026-04-27,19613,2,51884424,51884424|51884425
2932,2026-04-27,8121,2,51865705,51865705|51865708
2339,2026-04-27,34669,2,51857749,51857749|51859792
2766,2026-04-27,10816,2,51898611,51898611|51906614
2222,2026-04-27,61376,2,51868339,51868339|51873060
2218,2026-04-27,63770,2,51854198,51854198|51854419
2311,2026-04-27,40461,2,51857676,51857676|51857771
2338,2026-04-27,62883,2,51856462,51856462|51870652
2338,2026-04-27,62833,2,51841811,51841811|51841813
2311,2026-04-27,40489,2,51868703,51868703|51870521
2526,2026-04-27,17306,2,51842135,51842135|51842136
2284,2026-04-27,82423,2,51864669,51864669|51868522
2766,2026-04-27,10805,2,51896342,51896342|51902609
2339,2026-04-27,34662,2,51857662,51857662|51859105
2932,2026-04-27,8105,2,51856072,51856072|51856074
2222,2026-04-27,61343,2,51859821,51859821|51860316
2184,2026-04-27,59598,2,51848132,51848132|51859514
2184,2026-04-27,59655,2,51863580,51863580|51863948
2342,2026-04-27,36429,2,51894719,51894719|51897635
2342,2026-04-27,36418,2,51890292,51890292|51892841
2342,2026-04-27,36371,2,51875849,51875849|51877470
2342,2026-04-27,36309,2,51863087,51863087|51894922
2342,2026-04-27,36252,2,51846833,51846833|51850034
2342,2026-04-27,36248,2,51846076,51846076|51849741
2342,2026-04-27,36246,2,51845376,51845376|51851742
2557,2026-04-27,24547,2,51863169,51863169|51880951
2287,2026-04-27,71244,2,51848802,51848802|51852102
2338,2026-04-27,62907,2,51859395,51859395|51861397
2338,2026-04-27,62910,2,51859460,51859460|51866209
2338,2026-04-27,62911,2,51859631,51859631|51868284
2338,2026-04-27,62915,2,51860093,51860093|51870277
2338,2026-04-27,63117,2,51905638,51905638|51905674
2219,2026-04-27,66524,2,51847748,51847748|51848821
2339,2026-04-26,34419,2,51770204,51770204|51778179
2932,2026-04-26,8001,2,51772461,51772461|51772590
2812,2026-04-26,22360,2,51775510,51775510|51775629
2646,2026-04-26,15811,2,51627616,51627616|51731553
2646,2026-04-26,15810,2,51620862,51620862|51621150
2558,2026-04-26,19285,2,51754843,51754843|51754844
2184,2026-04-26,59410,2,51751368,51751368|51752028
2184,2026-04-26,59544,2,51794533,51794533|51794535
2184,2026-04-26,59567,2,51802519,51802519|51802523
2184,2026-04-26,59568,2,51802520,51802520|51802521
2184,2026-04-26,59577,2,51804063,51804063|51804064
2184,2026-04-26,59578,2,51804065,51804065|51804066
2548,2026-04-26,32713,2,51784823,51784823|51798279
2547,2026-04-26,34343,2,51763456,51763456|51763457
2216,2026-04-26,49003,2,51744188,51744188|51746291
2216,2026-04-26,49049,2,51754953,51754953|51773952
2216,2026-04-26,49061,2,51760223,51760223|51760675
2216,2026-04-26,49142,2,51781487,51781487|51789336
2216,2026-04-26,49211,2,51775118,51775118|51811362
2526,2026-04-26,17172,2,51759245,51759245|51774897
2482,2026-04-26,24131,2,51761992,51761992|51764110
2428,2026-04-26,25284,2,51775603,51775603|51779344
2428,2026-04-26,25263,2,51768116,51768116|51772370
2428,2026-04-26,25238,2,51762198,51762198|51766073
2943,2026-04-26,4479,2,51745843,51745843|51757950
2217,2026-04-26,30909,2,51747038,51747038|51750564
2217,2026-04-26,30918,2,51748164,51748164|51759133
2217,2026-04-26,30944,2,51754414,51754414|51757487
2217,2026-04-26,31077,2,51797865,51797865|51798369
2218,2026-04-26,63534,2,51764044,51764044|51764277
2342,2026-04-26,36153,2,51787610,51787610|51792726
2342,2026-04-26,36139,2,51799690,51799690|51799691
2342,2026-04-26,36062,2,51765497,51765497|51771626
2342,2026-04-26,36060,2,51765126,51765126|51765271
2342,2026-04-26,36050,2,51760446,51760446|51765394
2342,2026-04-26,36042,2,51759787,51759787|51764590
2342,2026-04-26,36037,2,51759243,51759243|51764388
2342,2026-04-26,36035,2,51759180,51759180|51764241
2342,2026-04-26,35920,2,51738770,51738770|51740882
2341,2026-04-26,29007,2,51778215,51778215|51778423
2341,2026-04-26,28902,2,51754896,51754896|51755388
2220,2026-04-26,53311,2,51756203,51756203|51808127
2220,2026-04-26,53325,2,51757501,51757501|51763788
2220,2026-04-26,53326,2,51757615,51757615|51761569
2220,2026-04-26,53330,2,51758064,51758064|51761507
2220,2026-04-26,53342,2,51759527,51759527|51763329
2220,2026-04-26,53539,2,51802915,51802915|51804345
2340,2026-04-26,39091,2,51757267,51757267|51760566
2340,2026-04-26,39071,2,51753507,51753507|51763074
2340,2026-04-26,39070,2,51753458,51753458|51762020
2340,2026-04-26,39064,2,51752765,51752765|51764960
2340,2026-04-26,39063,2,51752561,51752561|51764695
2340,2026-04-26,39059,2,51752222,51752222|51770376
2222,2026-04-26,61079,2,51755356,51755356|51755455
2339,2026-04-26,34448,2,51776443,51776443|51781632
2339,2026-04-26,34447,2,51775253,51775253|51780692
2339,2026-04-26,34444,2,51773890,51773890|51779747
2339,2026-04-26,34442,2,51773521,51773521|51781271
2339,2026-04-26,34437,2,51772851,51772851|51776453
2339,2026-04-26,34424,2,51771115,51771115|51781326
2339,2026-04-26,34408,2,51767009,51767009|51769974
2339,2026-04-26,34346,2,51756321,51756321|51760152
2338,2026-04-26,62815,2,51807211,51807211|51807250
2338,2026-04-26,62708,2,51788567,51788567|51796146
2338,2026-04-26,62555,2,51757433,51757433|51761171
2338,2026-04-26,62547,2,51758772,51758772|51761184
2338,2026-04-26,62542,2,51758629,51758629|51761350
2338,2026-04-26,62534,2,51758038,51758038|51761118
2319,2026-04-26,29412,2,51774247,51774247|51774339
2317,2026-04-26,47998,2,51752989,51752989|51774001
2317,2026-04-26,47994,2,51744542,51744542|51760036
2311,2026-04-26,40353,2,51788738,51788738|51800651
2311,2026-04-26,40282,2,51765784,51765784|51775028
2311,2026-04-26,40278,2,51768360,51768360|51771980
2311,2026-04-26,40270,2,51764715,51764715|51765116
2311,2026-04-26,40217,2,51761086,51761086|51767032
2287,2026-04-26,70954,2,51742854,51742854|51795870
2250,2026-04-26,79674,2,51785550,51785550|51785969
2284,2026-04-26,82235,2,51798488,51798488|51798685
2284,2026-04-26,82121,2,51779545,51779545|51779739
2284,2026-04-26,82025,2,51762673,51762673|51768123
2311,2026-04-25,39901,2,51669093,51669093|51673987
2311,2026-04-25,39902,2,51669195,51669195|51674030
2311,2026-04-25,39915,2,51670926,51670926|51673091
2311,2026-04-25,39919,2,51671897,51671897|51677252
2932,2026-04-25,7802,2,51676571,51676571|51692617
2216,2026-04-25,48854,2,51664595,51664595|51670894
2216,2026-04-25,48861,2,51665667,51665667|51671082
2218,2026-04-25,63368,2,51702059,51702059|51711143
2464,2026-04-25,29386,2,51704342,51704342|51704343
2250,2026-04-25,79093,2,51647157,51647157|51713819
2250,2026-04-25,79104,2,51649018,51649018|51713820
2250,2026-04-25,79189,2,51667168,51667168|51714375
2284,2026-04-25,81486,2,51666032,51666032|51668260
2428,2026-04-25,24930,2,51651880,51651880|51652084
2339,2026-04-25,33952,2,51648878,51648878|51649107
2341,2026-04-25,28812,2,51703459,51703459|51703518
2339,2026-04-25,34089,2,51676400,51676400|51680381
2408,2026-04-25,31925,2,51662396,51662396|51662471
2217,2026-04-25,30681,2,51660328,51660328|51661643
2217,2026-04-25,30715,2,51669301,51669301|51670903
2217,2026-04-25,30722,2,51669936,51669936|51675983
2217,2026-04-25,30723,2,51669979,51669979|51676014
2339,2026-04-25,34101,2,51678706,51678706|51682289
2339,2026-04-25,34174,2,51697349,51697349|51702384
2284,2026-04-25,81483,2,51665818,51665818|51677056
2558,2026-04-25,19166,2,51687528,51687528|51687529
2220,2026-04-25,52851,2,51654386,51654386|51658777
2220,2026-04-25,52863,2,51656054,51656054|51711323
2220,2026-04-25,52909,2,51661151,51661151|51669230
2287,2026-04-25,70539,2,51646192,51646192|51650660
2311,2026-04-25,39860,2,51661664,51661664|51665594
2339,2026-04-25,34007,2,51657689,51657689|51664056
2339,2026-04-25,34066,2,51665621,51665621|51668994
2339,2026-04-25,34067,2,51665622,51665622|51669050
2339,2026-04-25,34068,2,51665653,51665653|51669682
2339,2026-04-25,34087,2,51676008,51676008|51679860
2342,2026-04-25,35576,2,51641228,51641228|51642984
2342,2026-04-25,35605,2,51646533,51646533|51658139
2342,2026-04-25,35647,2,51653243,51653243|51656121
2341,2026-04-25,28758,2,51677021,51677021|51677176
2317,2026-04-24,47521,2,51531849,51531849|51532303
2339,2026-04-24,33894,2,51561706,51561706|51607714
2339,2026-04-24,33823,2,51567039,51567039|51575067
2339,2026-04-24,33822,2,51568340,51568340|51575010
2339,2026-04-24,33821,2,51564695,51564695|51573700
2339,2026-04-24,33820,2,51568671,51568671|51573176
2339,2026-04-24,33819,2,51569232,51569232|51572953
2339,2026-04-24,33818,2,51563313,51563313|51572592
2339,2026-04-24,33812,2,51570896,51570896|51585875
2339,2026-04-24,33745,2,51558093,51558093|51564443
2339,2026-04-24,33728,2,51545456,51545456|51552449
2339,2026-04-24,33693,2,51544978,51544978|51546504
2339,2026-04-24,33692,2,51544742,51544742|51546553
2339,2026-04-24,33688,2,51544588,51544588|51544788
2342,2026-04-24,35283,2,51544336,51544336|51546959
2342,2026-04-24,35307,2,51547355,51547355|51550645
2342,2026-04-24,35336,2,51553195,51553195|51556028
2342,2026-04-24,35368,2,51559245,51559245|51563554
2342,2026-04-24,35398,2,51564245,51564245|51568481
2219,2026-04-24,65966,2,51564412,51564412|51568231
2338,2026-04-24,61887,2,51599953,51599953|51609822
2338,2026-04-24,61879,2,51597415,51597415|51605863
2217,2026-04-24,30515,2,51610479,51610479|51610481
2217,2026-04-24,30446,2,51562240,51562240|51563752
2425,2026-04-24,22733,2,51538838,51538838|51539257
2932,2026-04-24,7542,2,51566514,51566514|51566516
2932,2026-04-24,7584,2,51594692,51594692|51594693
2425,2026-04-24,22859,2,51574390,51574390|51585442
2428,2026-04-24,24710,2,51555364,51555364|51555490
2526,2026-04-24,16901,2,51594733,51594733|51594734
2216,2026-04-24,48629,2,51566400,51566400|51575441
2216,2026-04-24,48620,2,51564255,51564255|51577304
2216,2026-04-24,48577,2,51556694,51556694|51564686
2216,2026-04-24,48540,2,51549740,51549740|51550872
2311,2026-04-24,39641,2,51572610,51572610|51573831
2311,2026-04-24,39635,2,51571692,51571692|51574903
2311,2026-04-24,39608,2,51558636,51558636|51562771
2311,2026-04-24,39605,2,51557939,51557939|51564998
2311,2026-04-24,39602,2,51557493,51557493|51562482
2311,2026-04-24,39595,2,51556097,51556097|51563268
2547,2026-04-24,33899,2,51579672,51579672|51579673
2547,2026-04-24,33950,2,51599619,51599619|51599620
2548,2026-04-24,32262,2,51572965,51572965|51592750
2284,2026-04-24,80841,2,51540402,51540402|51543622
2287,2026-04-24,70402,2,51584068,51584068|51584290
2287,2026-04-24,70292,2,51547960,51547960|51548416
2287,2026-04-24,70239,2,51529416,51529416|51530752
2557,2026-04-24,23627,2,51549585,51549585|51603108
2184,2026-04-24,58961,2,51567142,51567142|51567143
2184,2026-04-24,58901,2,51548463,51548463|51548748
2558,2026-04-24,18902,2,51571005,51571005|51571006
2340,2026-04-24,38610,2,51554621,51554621|51605761
2220,2026-04-24,52591,2,51566660,51566660|51567184
2558,2026-04-24,18904,2,51571814,51571814|51571815
2766,2026-04-24,10310,2,51577330,51577330|51583205
2250,2026-04-24,78807,2,51540274,51540274|51540458
2216,2026-04-23,48371,2,51448552,51448552|51460101
2216,2026-04-23,48385,2,51450788,51450788|51456502
2222,2026-04-23,60401,2,51451245,51451245|51452026
