company_name,abbr,store_ownership_type,parent_company,first_provision_done,field_name,current_value,target_doctype,ref_exists,action_recommended
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_inventory_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_payable_account,Creditors - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_receivable_account,Debtors - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_payroll_payable_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_employee_advance_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_expense_account,Cost of Goods Sold - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_income_account,4000110 - IN-STORE SALES - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,round_off_account,Round Off - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,round_off_cost_center,,Cost Center,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,default_cash_account,Cash - ARGW,Account,True,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,exchange_gain_loss_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,accumulated_depreciation_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,depreciation_expense_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,expenses_included_in_asset_valuation,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,disposal_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,depreciation_cost_center,,Cost Center,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,capital_work_in_progress_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,asset_received_but_not_billed,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,stock_adjustment_account,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,stock_received_but_not_billed,,Account,,no_action
ARANETA GATEWAY - TUNGSTEN CAPITAL HOLDINGS OPC,ARGW,Managed Franchise,TUNGSTEN CAPITAL HOLDINGS OPC,1,expenses_included_in_valuation,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_inventory_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_payable_account,Creditors - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_receivable_account,Debtors - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_payroll_payable_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_employee_advance_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_expense_account,Cost of Goods Sold - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_income_account,4000110 - IN-STORE SALES - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,round_off_account,Round Off - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,round_off_cost_center,,Cost Center,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,default_cash_account,Cash - AYEVO,Account,True,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,exchange_gain_loss_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,accumulated_depreciation_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,depreciation_expense_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,expenses_included_in_asset_valuation,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,disposal_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,depreciation_cost_center,,Cost Center,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,capital_work_in_progress_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,asset_received_but_not_billed,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,stock_adjustment_account,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,stock_received_but_not_billed,,Account,,no_action
AYALA EVO CITY - BEBANG MEGA INC.,AYEVO,Managed Franchise,BEBANG MEGA INC.,1,expenses_included_in_valuation,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_inventory_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_payable_account,Creditors - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_receivable_account,Debtors - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_payroll_payable_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_employee_advance_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_expense_account,Cost of Goods Sold - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_income_account,Sales - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,round_off_account,Round Off - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,round_off_cost_center,Main - BFI2,Cost Center,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,default_cash_account,Cash - AFT,Account,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,exchange_gain_loss_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,accumulated_depreciation_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,depreciation_expense_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,expenses_included_in_asset_valuation,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,disposal_account,,Account,,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,depreciation_cost_center,Main - BFI2,Cost Center,True,no_action
AYALA FAIRVIEW TERRACES - BEBANG FT INC.,AFT,Company Owned,BEBANG ENTERPRISE INC.,1,capital_work_in_progress_account,,Account,,no_action
